video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 45 00-20.mp4,17833.3,0:17:833,17783.3,0:17:783,18266.7,0:18:267,1067,1096,1097,18283.3,0:18:283
training video 45 00-20.mp4,18750.0,0:18:750,18700.0,0:18:700,19183.3,0:19:183,1122,1151,1152,19200.0,0:19:200
training video 45 00-20.mp4,19300.0,0:19:300,19250.0,0:19:250,19733.3,0:19:733,1155,1184,1185,19750.0,0:19:750
training video 46 00-19.mp4,7883.3,0:07:883,7833.3,0:07:833,8316.7,0:08:317,470,499,500,8333.3,0:08:333
training video 46 00-19.mp4,10316.7,0:10:317,10266.7,0:10:267,10750.0,0:10:750,616,645,646,10766.7,0:10:767
training video 46 00-19.mp4,10666.7,0:10:667,10616.7,0:10:617,11100.0,0:11:100,637,666,667,11116.7,0:11:117
training video 46 00-19.mp4,11000.0,0:11:000,10950.0,0:10:950,11433.3,0:11:433,657,686,687,11450.0,0:11:450
training video 47 00-20.mp4,2100.0,0:02:100,2050.0,0:02:050,2533.3,0:02:533,123,152,153,2550.0,0:02:550
training video 47 00-20.mp4,3833.3,0:03:833,3783.3,0:03:783,4266.7,0:04:267,227,256,257,4283.3,0:04:283
training video 47 00-20.mp4,4983.3,0:04:983,4933.3,0:04:933,5416.7,0:05:417,296,325,326,5433.3,0:05:433
training video 47 00-20.mp4,5733.3,0:05:733,5683.3,0:05:683,6166.7,0:06:167,341,370,371,6183.3,0:06:183
training video 47 00-20.mp4,6400.0,0:06:400,6350.0,0:06:350,6833.3,0:06:833,381,410,411,6850.0,0:06:850
training video 47 00-20.mp4,7083.3,0:07:083,7033.3,0:07:033,7516.7,0:07:517,422,451,452,7533.3,0:07:533
training video 47 00-20.mp4,8750.0,0:08:750,8700.0,0:08:700,9183.3,0:09:183,522,551,552,9200.0,0:09:200
training video 47 00-20.mp4,9083.3,0:09:083,9033.3,0:09:033,9516.7,0:09:517,542,571,572,9533.3,0:09:533
training video 47 00-20.mp4,10166.7,0:10:167,10116.7,0:10:117,10600.0,0:10:600,607,636,637,10616.7,0:10:617
training video 47 00-20.mp4,10716.7,0:10:717,10666.7,0:10:667,11150.0,0:11:150,640,669,670,11166.7,0:11:167
training video 47 00-20.mp4,15450.0,0:15:450,15400.0,0:15:400,15883.3,0:15:883,924,953,954,15900.0,0:15:900
training video 47 00-20.mp4,17733.3,0:17:733,17683.3,0:17:683,18166.7,0:18:167,1061,1090,1091,18183.3,0:18:183
training video 47 00-20.mp4,18350.0,0:18:350,18300.0,0:18:300,18783.3,0:18:783,1098,1127,1128,18800.0,0:18:800
training video 48 00-19.mp4,11183.3,0:11:183,11133.3,0:11:133,11616.7,0:11:617,668,697,698,11633.3,0:11:633
training video 48 00-19.mp4,14066.7,0:14:067,14016.7,0:14:017,14500.0,0:14:500,841,870,871,14516.7,0:14:517
training video 48 00-19.mp4,15016.7,0:15:017,14966.7,0:14:967,15450.0,0:15:450,898,927,928,15466.7,0:15:467
training video 48 00-19.mp4,15350.0,0:15:350,15300.0,0:15:300,15783.3,0:15:783,918,947,948,15800.0,0:15:800
training video 48 00-19.mp4,15766.7,0:15:767,15716.7,0:15:717,16200.0,0:16:200,943,972,973,16216.7,0:16:217
training video 48 00-19.mp4,17666.7,0:17:667,17616.7,0:17:617,18100.0,0:18:100,1057,1086,1087,18116.7,0:18:117
training video 49 00-19.mp4,9466.7,0:09:467,9416.7,0:09:417,9900.0,0:09:900,565,594,595,9916.7,0:09:917
training video 49 00-19.mp4,10000.0,0:10:000,9950.0,0:09:950,10433.3,0:10:433,597,626,627,10450.0,0:10:450
training video 49 00-19.mp4,11816.7,0:11:817,11766.7,0:11:767,12250.0,0:12:250,706,735,736,12266.7,0:12:267
training video 49 00-19.mp4,12166.7,0:12:167,12116.7,0:12:117,12600.0,0:12:600,727,756,757,12616.7,0:12:617
training video 49 00-19.mp4,12516.7,0:12:517,12466.7,0:12:467,12950.0,0:12:950,748,777,778,12966.7,0:12:967
training video 49 00-19.mp4,12966.7,0:12:967,12916.7,0:12:917,13400.0,0:13:400,775,804,805,13416.7,0:13:417
training video 50 00-19.mkv,1883.3,0:01:883,1833.3,0:01:833,2316.7,0:02:317,110,139,140,2333.3,0:02:333
training video 50 00-19.mkv,3816.7,0:03:817,3766.7,0:03:767,4250.0,0:04:250,226,255,256,4266.7,0:04:267
training video 50 00-19.mkv,6750.0,0:06:750,6700.0,0:06:700,7183.3,0:07:183,402,431,432,7200.0,0:07:200
training video 50 00-19.mkv,7183.3,0:07:183,7133.3,0:07:133,7616.7,0:07:617,428,457,458,7633.3,0:07:633
training video 50 00-19.mkv,7550.0,0:07:550,7500.0,0:07:500,7983.3,0:07:983,450,479,480,8000.0,0:08:000
training video 51 21-55.mp4,1483.3,0:01:483,1433.3,0:01:433,1916.7,0:01:917,86,115,116,1933.3,0:01:933
training video 51 21-55.mp4,3216.7,0:03:217,3166.7,0:03:167,3650.0,0:03:650,190,219,220,3666.7,0:03:667
training video 51 21-55.mp4,5900.0,0:05:900,5850.0,0:05:850,6333.3,0:06:333,351,380,381,6350.0,0:06:350
training video 51 21-55.mp4,6233.3,0:06:233,6183.3,0:06:183,6666.7,0:06:667,371,400,401,6683.3,0:06:683
training video 51 21-55.mp4,29383.3,0:29:383,29333.3,0:29:333,29816.7,0:29:817,1760,1789,1790,29833.3,0:29:833
training video 51 21-55.mp4,29850.0,0:29:850,29800.0,0:29:800,30283.3,0:30:283,1788,1817,1818,30300.0,0:30:300
training video 51 21-55.mp4,30150.0,0:30:150,30100.0,0:30:100,30583.3,0:30:583,1806,1835,1836,30600.0,0:30:600
training video 51 21-55.mp4,30450.0,0:30:450,30400.0,0:30:400,30883.3,0:30:883,1824,1853,1854,30900.0,0:30:900
training video 51 21-55.mp4,31633.3,0:31:633,31583.3,0:31:583,32066.7,0:32:067,1895,1924,1925,32083.3,0:32:083
training video 51 21-55.mp4,32000.0,0:32:000,31950.0,0:31:950,32433.3,0:32:433,1917,1946,1947,32450.0,0:32:450
training video 51 21-55.mp4,33716.7,0:33:717,33666.7,0:33:667,34150.0,0:34:150,2020,2049,2050,34166.7,0:34:167
training video 51 21-55.mp4,34616.7,0:34:617,34566.7,0:34:567,35050.0,0:35:050,2074,2103,2104,35066.7,0:35:067
training video 51 21-55.mp4,35050.0,0:35:050,35000.0,0:35:000,35483.3,0:35:483,2100,2129,2130,35500.0,0:35:500
training video 51 21-55.mp4,35366.7,0:35:367,35316.7,0:35:317,35800.0,0:35:800,2119,2148,2149,35816.7,0:35:817
training video 51 21-55.mp4,35900.0,0:35:900,35850.0,0:35:850,36333.3,0:36:333,2151,2180,2181,36350.0,0:36:350
training video 51 21-55.mp4,36316.7,0:36:317,36266.7,0:36:267,36750.0,0:36:750,2176,2205,2206,36766.7,0:36:767
training video 51 21-55.mp4,37250.0,0:37:250,37200.0,0:37:200,37683.3,0:37:683,2232,2261,2262,37700.0,0:37:700
training video 51 21-55.mp4,37766.7,0:37:767,37716.7,0:37:717,38200.0,0:38:200,2263,2292,2293,38216.7,0:38:217
training video 51 21-55.mp4,38066.7,0:38:067,38016.7,0:38:017,38500.0,0:38:500,2281,2310,2311,38516.7,0:38:517
training video 51 21-55.mp4,38683.3,0:38:683,38633.3,0:38:633,39116.7,0:39:117,2318,2347,2348,39133.3,0:39:133
training video 51 21-55.mp4,40666.7,0:40:667,40616.7,0:40:617,41100.0,0:41:100,2437,2466,2467,41116.7,0:41:117
training video 51 21-55.mp4,40966.7,0:40:967,40916.7,0:40:917,41400.0,0:41:400,2455,2484,2485,41416.7,0:41:417
training video 51 21-55.mp4,41316.7,0:41:317,41266.7,0:41:267,41750.0,0:41:750,2476,2505,2506,41766.7,0:41:767
training video 51 21-55.mp4,41783.3,0:41:783,41733.3,0:41:733,42216.7,0:42:217,2504,2533,2534,42233.3,0:42:233
training video 51 21-55.mp4,44216.7,0:44:217,44166.7,0:44:167,44650.0,0:44:650,2650,2679,2680,44666.7,0:44:667
training video 51 21-55.mp4,44516.7,0:44:517,44466.7,0:44:467,44950.0,0:44:950,2668,2697,2698,44966.7,0:44:967
training video 51 21-55.mp4,45016.7,0:45:017,44966.7,0:44:967,45450.0,0:45:450,2698,2727,2728,45466.7,0:45:467
training video 51 21-55.mp4,45316.7,0:45:317,45266.7,0:45:267,45750.0,0:45:750,2716,2745,2746,45766.7,0:45:767
training video 51 21-55.mp4,75566.7,1:15:567,75516.7,1:15:517,76000.0,1:16:000,4531,4560,4561,76016.7,1:16:017
training video 51 21-55.mp4,94750.0,1:34:750,94700.0,1:34:700,95183.3,1:35:183,5682,5711,5712,95200.0,1:35:200
training video 51 21-55.mp4,95100.0,1:35:100,95050.0,1:35:050,95533.3,1:35:533,5703,5732,5733,95550.0,1:35:550
training video 51 21-55.mp4,111350.0,1:51:350,111300.0,1:51:300,111783.3,1:51:783,6678,6707,6708,111800.0,1:51:800
training video 51 21-55.mp4,112550.0,1:52:550,112500.0,1:52:500,112983.3,1:52:983,6750,6779,6780,113000.0,1:53:000
training video 51 21-55.mp4,157516.7,2:37:517,157466.7,2:37:467,157950.0,2:37:950,9448,9477,9478,157966.7,2:37:967
training video 51 21-55.mp4,182566.7,3:02:567,182516.7,3:02:517,183000.0,3:03:000,10951,10980,10981,183016.7,3:03:017
training video 51 21-55.mp4,183300.0,3:03:300,183250.0,3:03:250,183733.3,3:03:733,10995,11024,11025,183750.0,3:03:750
training video 51 21-55.mp4,211166.7,3:31:167,211116.7,3:31:117,211600.0,3:31:600,12667,12696,12697,211616.7,3:31:617
training video 51 21-55.mp4,213700.0,3:33:700,213650.0,3:33:650,214133.3,3:34:133,12819,12848,12849,214150.0,3:34:150
training video 51 21-55.mp4,214600.0,3:34:600,214550.0,3:34:550,215033.3,3:35:033,12873,12902,12903,215050.0,3:35:050
training video 51 21-55.mp4,227216.7,3:47:217,227166.7,3:47:167,227650.0,3:47:650,13630,13659,13660,227666.7,3:47:667
training video 51 21-55.mp4,227616.7,3:47:617,227566.7,3:47:567,228050.0,3:48:050,13654,13683,13684,228066.7,3:48:067
training video 51 21-55.mp4,240616.7,4:00:617,240566.7,4:00:567,241050.0,4:01:050,14434,14463,14464,241066.7,4:01:067
training video 51 21-55.mp4,240916.7,4:00:917,240866.7,4:00:867,241350.0,4:01:350,14452,14481,14482,241366.7,4:01:367
training video 51 21-55.mp4,248466.7,4:08:467,248416.7,4:08:417,248900.0,4:08:900,14905,14934,14935,248916.7,4:08:917
training video 51 21-55.mp4,250083.3,4:10:083,250033.3,4:10:033,250516.7,4:10:517,15002,15031,15032,250533.3,4:10:533
training video 51 21-55.mp4,250383.3,4:10:383,250333.3,4:10:333,250816.7,4:10:817,15020,15049,15050,250833.3,4:10:833
training video 51 21-55.mp4,255366.7,4:15:367,255316.7,4:15:317,255800.0,4:15:800,15319,15348,15349,255816.7,4:15:817
training video 51 21-55.mp4,256966.7,4:16:967,256916.7,4:16:917,257400.0,4:17:400,15415,15444,15445,257416.7,4:17:417
training video 51 21-55.mp4,279916.7,4:39:917,279866.7,4:39:867,280350.0,4:40:350,16792,16821,16822,280366.7,4:40:367
training video 51 21-55.mp4,280216.7,4:40:217,280166.7,4:40:167,280650.0,4:40:650,16810,16839,16840,280666.7,4:40:667
training video 51 21-55.mp4,310100.0,5:10:100,310050.0,5:10:050,310533.3,5:10:533,18603,18632,18633,310550.0,5:10:550
training video 51 21-55.mp4,334300.0,5:34:300,334250.0,5:34:250,334733.3,5:34:733,20055,20084,20085,334750.0,5:34:750
training video 51 21-55.mp4,338550.0,5:38:550,338500.0,5:38:500,338983.3,5:38:983,20310,20339,20340,339000.0,5:39:000
training video 51 21-55.mp4,339033.3,5:39:033,338983.3,5:38:983,339466.7,5:39:467,20339,20368,20369,339483.3,5:39:483
training video 51 21-55.mp4,358466.7,5:58:467,358416.7,5:58:417,358900.0,5:58:900,21505,21534,21535,358916.7,5:58:917
training video 51 21-55.mp4,372733.3,6:12:733,372683.3,6:12:683,373166.7,6:13:167,22361,22390,22391,373183.3,6:13:183
training video 51 21-55.mp4,374200.0,6:14:200,374150.0,6:14:150,374633.3,6:14:633,22449,22478,22479,374650.0,6:14:650
training video 51 21-55.mp4,435666.7,7:15:667,435616.7,7:15:617,436100.0,7:16:100,26137,26166,26167,436116.7,7:16:117
training video 51 21-55.mp4,451100.0,7:31:100,451050.0,7:31:050,451533.3,7:31:533,27063,27092,27093,451550.0,7:31:550
training video 51 21-55.mp4,469950.0,7:49:950,469900.0,7:49:900,470383.3,7:50:383,28194,28223,28224,470400.0,7:50:400
training video 51 21-55.mp4,471383.3,7:51:383,471333.3,7:51:333,471816.7,7:51:817,28280,28309,28310,471833.3,7:51:833
training video 51 21-55.mp4,500666.7,8:20:667,500616.7,8:20:617,501100.0,8:21:100,30037,30066,30067,501116.7,8:21:117
training video 51 21-55.mp4,509316.7,8:29:317,509266.7,8:29:267,509750.0,8:29:750,30556,30585,30586,509766.7,8:29:767
training video 51 21-55.mp4,509616.7,8:29:617,509566.7,8:29:567,510050.0,8:30:050,30574,30603,30604,510066.7,8:30:067
training video 51 21-55.mp4,510216.7,8:30:217,510166.7,8:30:167,510650.0,8:30:650,30610,30639,30640,510666.7,8:30:667
training video 51 21-55.mp4,529600.0,8:49:600,529550.0,8:49:550,530033.3,8:50:033,31773,31802,31803,530050.0,8:50:050
training video 51 21-55.mp4,531650.0,8:51:650,531600.0,8:51:600,532083.3,8:52:083,31896,31925,31926,532100.0,8:52:100
training video 51 21-55.mp4,552750.0,9:12:750,552700.0,9:12:700,553183.3,9:13:183,33162,33191,33192,553200.0,9:13:200
training video 51 21-55.mp4,558033.3,9:18:033,557983.3,9:17:983,558466.7,9:18:467,33479,33508,33509,558483.3,9:18:483
training video 51 21-55.mp4,560300.0,9:20:300,560250.0,9:20:250,560733.3,9:20:733,33615,33644,33645,560750.0,9:20:750
training video 51 21-55.mp4,561650.0,9:21:650,561600.0,9:21:600,562083.3,9:22:083,33696,33725,33726,562100.0,9:22:100
training video 51 21-55.mp4,591016.7,9:51:017,590966.7,9:50:967,591450.0,9:51:450,35458,35487,35488,591466.7,9:51:467
training video 51 21-55.mp4,655350.0,10:55:350,655300.0,10:55:300,655783.3,10:55:783,39318,39347,39348,655800.0,10:55:800
training video 51 21-55.mp4,663716.7,11:03:717,663666.7,11:03:667,664150.0,11:04:150,39820,39849,39850,664166.7,11:04:167
training video 51 21-55.mp4,666200.0,11:06:200,666150.0,11:06:150,666633.3,11:06:633,39969,39998,39999,666650.0,11:06:650
training video 51 21-55.mp4,666500.0,11:06:500,666450.0,11:06:450,666933.3,11:06:933,39987,40016,40017,666950.0,11:06:950
training video 51 21-55.mp4,693633.3,11:33:633,693583.3,11:33:583,694066.7,11:34:067,41615,41644,41645,694083.3,11:34:083
training video 51 21-55.mp4,694200.0,11:34:200,694150.0,11:34:150,694633.3,11:34:633,41649,41678,41679,694650.0,11:34:650
training video 51 21-55.mp4,711266.7,11:51:267,711216.7,11:51:217,711700.0,11:51:700,42673,42702,42703,711716.7,11:51:717
training video 51 21-55.mp4,712766.7,11:52:767,712716.7,11:52:717,713200.0,11:53:200,42763,42792,42793,713216.7,11:53:217
training video 51 21-55.mp4,722183.3,12:02:183,722133.3,12:02:133,722616.7,12:02:617,43328,43357,43358,722633.3,12:02:633
training video 51 21-55.mp4,723400.0,12:03:400,723350.0,12:03:350,723833.3,12:03:833,43401,43430,43431,723850.0,12:03:850
training video 51 21-55.mp4,731516.7,12:11:517,731466.7,12:11:467,731950.0,12:11:950,43888,43917,43918,731966.7,12:11:967
training video 51 21-55.mp4,734533.3,12:14:533,734483.3,12:14:483,734966.7,12:14:967,44069,44098,44099,734983.3,12:14:983
training video 51 21-55.mp4,734833.3,12:14:833,734783.3,12:14:783,735266.7,12:15:267,44087,44116,44117,735283.3,12:15:283
training video 51 21-55.mp4,735450.0,12:15:450,735400.0,12:15:400,735883.3,12:15:883,44124,44153,44154,735900.0,12:15:900
training video 51 21-55.mp4,748700.0,12:28:700,748650.0,12:28:650,749133.3,12:29:133,44919,44948,44949,749150.0,12:29:150
training video 51 21-55.mp4,749083.3,12:29:083,749033.3,12:29:033,749516.7,12:29:517,44942,44971,44972,749533.3,12:29:533
training video 51 21-55.mp4,749383.3,12:29:383,749333.3,12:29:333,749816.7,12:29:817,44960,44989,44990,749833.3,12:29:833
training video 51 21-55.mp4,758666.7,12:38:667,758616.7,12:38:617,759100.0,12:39:100,45517,45546,45547,759116.7,12:39:117
training video 51 21-55.mp4,760716.7,12:40:717,760666.7,12:40:667,761150.0,12:41:150,45640,45669,45670,761166.7,12:41:167
training video 51 21-55.mp4,761083.3,12:41:083,761033.3,12:41:033,761516.7,12:41:517,45662,45691,45692,761533.3,12:41:533
training video 51 21-55.mp4,763016.7,12:43:017,762966.7,12:42:967,763450.0,12:43:450,45778,45807,45808,763466.7,12:43:467
training video 51 21-55.mp4,764866.7,12:44:867,764816.7,12:44:817,765300.0,12:45:300,45889,45918,45919,765316.7,12:45:317
training video 51 21-55.mp4,766816.7,12:46:817,766766.7,12:46:767,767250.0,12:47:250,46006,46035,46036,767266.7,12:47:267
training video 51 21-55.mp4,769850.0,12:49:850,769800.0,12:49:800,770283.3,12:50:283,46188,46217,46218,770300.0,12:50:300
training video 51 21-55.mp4,771033.3,12:51:033,770983.3,12:50:983,771466.7,12:51:467,46259,46288,46289,771483.3,12:51:483
training video 51 21-55.mp4,771533.3,12:51:533,771483.3,12:51:483,771966.7,12:51:967,46289,46318,46319,771983.3,12:51:983
training video 51 21-55.mp4,782633.3,13:02:633,782583.3,13:02:583,783066.7,13:03:067,46955,46984,46985,783083.3,13:03:083
training video 51 21-55.mp4,783616.7,13:03:617,783566.7,13:03:567,784050.0,13:04:050,47014,47043,47044,784066.7,13:04:067
training video 51 21-55.mp4,797550.0,13:17:550,797500.0,13:17:500,797983.3,13:17:983,47850,47879,47880,798000.0,13:18:000
training video 51 21-55.mp4,805183.3,13:25:183,805133.3,13:25:133,805616.7,13:25:617,48308,48337,48338,805633.3,13:25:633
training video 51 21-55.mp4,806616.7,13:26:617,806566.7,13:26:567,807050.0,13:27:050,48394,48423,48424,807066.7,13:27:067
training video 51 21-55.mp4,806916.7,13:26:917,806866.7,13:26:867,807350.0,13:27:350,48412,48441,48442,807366.7,13:27:367
training video 51 21-55.mp4,835033.3,13:55:033,834983.3,13:54:983,835466.7,13:55:467,50099,50128,50129,835483.3,13:55:483
training video 51 21-55.mp4,835933.3,13:55:933,835883.3,13:55:883,836366.7,13:56:367,50153,50182,50183,836383.3,13:56:383
training video 51 21-55.mp4,846466.7,14:06:467,846416.7,14:06:417,846900.0,14:06:900,50785,50814,50815,846916.7,14:06:917
training video 51 21-55.mp4,872966.7,14:32:967,872916.7,14:32:917,873400.0,14:33:400,52375,52404,52405,873416.7,14:33:417
training video 51 21-55.mp4,875350.0,14:35:350,875300.0,14:35:300,875783.3,14:35:783,52518,52547,52548,875800.0,14:35:800
training video 51 21-55.mp4,875733.3,14:35:733,875683.3,14:35:683,876166.7,14:36:167,52541,52570,52571,876183.3,14:36:183
training video 51 21-55.mp4,887116.7,14:47:117,887066.7,14:47:067,887550.0,14:47:550,53224,53253,53254,887566.7,14:47:567
training video 51 21-55.mp4,913166.7,15:13:167,913116.7,15:13:117,913600.0,15:13:600,54787,54816,54817,913616.7,15:13:617
training video 51 21-55.mp4,915266.7,15:15:267,915216.7,15:15:217,915700.0,15:15:700,54913,54942,54943,915716.7,15:15:717
training video 51 21-55.mp4,921833.3,15:21:833,921783.3,15:21:783,922266.7,15:22:267,55307,55336,55337,922283.3,15:22:283
training video 51 21-55.mp4,924583.3,15:24:583,924533.3,15:24:533,925016.7,15:25:017,55472,55501,55502,925033.3,15:25:033
training video 51 21-55.mp4,926400.0,15:26:400,926350.0,15:26:350,926833.3,15:26:833,55581,55610,55611,926850.0,15:26:850
training video 51 21-55.mp4,933416.7,15:33:417,933366.7,15:33:367,933850.0,15:33:850,56002,56031,56032,933866.7,15:33:867
training video 51 21-55.mp4,936133.3,15:36:133,936083.3,15:36:083,936566.7,15:36:567,56165,56194,56195,936583.3,15:36:583
training video 51 21-55.mp4,936933.3,15:36:933,936883.3,15:36:883,937366.7,15:37:367,56213,56242,56243,937383.3,15:37:383
training video 51 21-55.mp4,937816.7,15:37:817,937766.7,15:37:767,938250.0,15:38:250,56266,56295,56296,938266.7,15:38:267
training video 51 21-55.mp4,948983.3,15:48:983,948933.3,15:48:933,949416.7,15:49:417,56936,56965,56966,949433.3,15:49:433
training video 51 21-55.mp4,949583.3,15:49:583,949533.3,15:49:533,950016.7,15:50:017,56972,57001,57002,950033.3,15:50:033
training video 51 21-55.mp4,966916.7,16:06:917,966866.7,16:06:867,967350.0,16:07:350,58012,58041,58042,967366.7,16:07:367
training video 51 21-55.mp4,967916.7,16:07:917,967866.7,16:07:867,968350.0,16:08:350,58072,58101,58102,968366.7,16:08:367
training video 51 21-55.mp4,978016.7,16:18:017,977966.7,16:17:967,978450.0,16:18:450,58678,58707,58708,978466.7,16:18:467
training video 51 21-55.mp4,982166.7,16:22:167,982116.7,16:22:117,982600.0,16:22:600,58927,58956,58957,982616.7,16:22:617
training video 51 21-55.mp4,982466.7,16:22:467,982416.7,16:22:417,982900.0,16:22:900,58945,58974,58975,982916.7,16:22:917
training video 51 21-55.mp4,982933.3,16:22:933,982883.3,16:22:883,983366.7,16:23:367,58973,59002,59003,983383.3,16:23:383
training video 51 21-55.mp4,984333.3,16:24:333,984283.3,16:24:283,984766.7,16:24:767,59057,59086,59087,984783.3,16:24:783
training video 51 21-55.mp4,986016.7,16:26:017,985966.7,16:25:967,986450.0,16:26:450,59158,59187,59188,986466.7,16:26:467
training video 51 21-55.mp4,986316.7,16:26:317,986266.7,16:26:267,986750.0,16:26:750,59176,59205,59206,986766.7,16:26:767
training video 51 21-55.mp4,1002183.3,16:42:183,1002133.3,16:42:133,1002616.7,16:42:617,60128,60157,60158,1002633.3,16:42:633
training video 51 21-55.mp4,1003116.7,16:43:117,1003066.7,16:43:067,1003550.0,16:43:550,60184,60213,60214,1003566.7,16:43:567
training video 51 21-55.mp4,1005550.0,16:45:550,1005500.0,16:45:500,1005983.3,16:45:983,60330,60359,60360,1006000.0,16:46:000
training video 51 21-55.mp4,1005850.0,16:45:850,1005800.0,16:45:800,1006283.3,16:46:283,60348,60377,60378,1006300.0,16:46:300
training video 51 21-55.mp4,1006383.3,16:46:383,1006333.3,16:46:333,1006816.7,16:46:817,60380,60409,60410,1006833.3,16:46:833
training video 51 21-55.mp4,1017566.7,16:57:567,1017516.7,16:57:517,1018000.0,16:58:000,61051,61080,61081,1018016.7,16:58:017
training video 51 21-55.mp4,1018500.0,16:58:500,1018450.0,16:58:450,1018933.3,16:58:933,61107,61136,61137,1018950.0,16:58:950
training video 51 21-55.mp4,1020083.3,17:00:083,1020033.3,17:00:033,1020516.7,17:00:517,61202,61231,61232,1020533.3,17:00:533
training video 51 21-55.mp4,1022950.0,17:02:950,1022900.0,17:02:900,1023383.3,17:03:383,61374,61403,61404,1023400.0,17:03:400
training video 51 21-55.mp4,1064216.7,17:44:217,1064166.7,17:44:167,1064650.0,17:44:650,63850,63879,63880,1064666.7,17:44:667
training video 51 21-55.mp4,1068566.7,17:48:567,1068516.7,17:48:517,1069000.0,17:49:000,64111,64140,64141,1069016.7,17:49:017
training video 51 21-55.mp4,1079566.7,17:59:567,1079516.7,17:59:517,1080000.0,18:00:000,64771,64800,64801,1080016.7,18:00:017
training video 51 21-55.mp4,1087283.3,18:07:283,1087233.3,18:07:233,1087716.7,18:07:717,65234,65263,65264,1087733.3,18:07:733
training video 51 21-55.mp4,1089733.3,18:09:733,1089683.3,18:09:683,1090166.7,18:10:167,65381,65410,65411,1090183.3,18:10:183
training video 51 21-55.mp4,1090166.7,18:10:167,1090116.7,18:10:117,1090600.0,18:10:600,65407,65436,65437,1090616.7,18:10:617
training video 51 21-55.mp4,1101783.3,18:21:783,1101733.3,18:21:733,1102216.7,18:22:217,66104,66133,66134,1102233.3,18:22:233
training video 51 21-55.mp4,1118416.7,18:38:417,1118366.7,18:38:367,1118850.0,18:38:850,67102,67131,67132,1118866.7,18:38:867
